,gender,customer_type,age,type_of_travel,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,food_and_drink,inflight_entertainment,baggage_handling,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
17027,Female,Loyal Customer,48,Business travel,879.0,5,5,5,2,4,4,4,0.0,0.0,satisfied
17028,Male,Disloyal Customer,26,Business travel,879.0,3,3,3,3,3,5,3,5.0,2.0,dissatisfied
17029,Female,Disloyal Customer,52,Business travel,879.0,3,3,3,3,3,5,3,18.0,17.0,dissatisfied
17030,Female,Loyal Customer,48,Business travel,879.0,2,2,2,5,4,4,3,9.0,3.0,satisfied
17031,Male,Loyal Customer,41,Business travel,879.0,2,2,2,5,4,5,5,279.0,309.0,satisfied
17033,Female,Loyal Customer,26,Business travel,879.0,2,5,5,2,2,3,2,26.0,16.0,dissatisfied
17035,Female,Disloyal Customer,34,Business travel,879.0,2,2,2,3,3,5,3,0.0,0.0,dissatisfied
17036,Female,Loyal Customer,51,Business travel,882.0,1,1,1,3,4,4,4,33.0,45.0,satisfied
17037,Male,Loyal Customer,26,Business travel,882.0,3,3,3,3,3,4,3,6.0,5.0,dissatisfied
17038,Male,Loyal Customer,13,Business travel,882.0,5,5,5,3,3,4,3,0.0,5.0,satisfied
17039,Male,Loyal Customer,52,Business travel,882.0,3,3,3,4,4,4,4,2.0,3.0,satisfied
17040,Male,Disloyal Customer,36,Business travel,882.0,3,3,3,2,2,4,2,0.0,0.0,dissatisfied
17041,Female,Loyal Customer,39,Business travel,882.0,2,5,5,5,2,2,2,30.0,13.0,dissatisfied
17042,Female,Disloyal Customer,47,Business travel,882.0,4,4,4,5,5,5,5,5.0,0.0,satisfied
17043,Female,Disloyal Customer,22,Business travel,882.0,5,2,5,2,2,5,2,3.0,0.0,satisfied
17044,Male,Loyal Customer,41,Business travel,882.0,1,1,1,2,5,5,3,0.0,0.0,satisfied
17045,Female,Loyal Customer,56,Business travel,882.0,2,2,2,5,4,4,4,0.0,0.0,satisfied
17046,Male,Loyal Customer,52,Business travel,882.0,5,5,5,2,2,2,4,0.0,15.0,satisfied
17047,Female,Disloyal Customer,36,Business travel,882.0,2,2,2,4,4,5,4,23.0,19.0,dissatisfied
17048,Male,Disloyal Customer,45,Business travel,882.0,2,2,2,2,2,4,2,16.0,17.0,dissatisfied
17049,Male,Disloyal Customer,37,Business travel,882.0,3,3,3,2,2,5,2,14.0,24.0,dissatisfied
17050,Female,Loyal Customer,57,Business travel,882.0,1,1,1,4,5,5,4,0.0,0.0,satisfied
17051,Male,Disloyal Customer,34,Business travel,882.0,3,3,3,2,2,5,2,0.0,1.0,dissatisfied
17052,Female,Loyal Customer,41,Business travel,882.0,1,0,0,2,5,5,4,9.0,8.0,dissatisfied
17053,Female,Loyal Customer,25,Business travel,882.0,2,2,2,4,4,3,4,0.0,0.0,satisfied
17054,Female,Loyal Customer,39,Business travel,882.0,1,1,1,2,2,2,3,96.0,109.0,satisfied
17056,Female,Disloyal Customer,34,Business travel,883.0,3,4,4,5,5,5,5,0.0,0.0,dissatisfied
17057,Female,Disloyal Customer,42,Business travel,883.0,3,3,3,3,3,4,3,22.0,27.0,satisfied
17060,Male,Loyal Customer,11,Personal Travel,883.0,1,3,1,3,3,4,3,8.0,0.0,dissatisfied
17061,Female,Loyal Customer,46,Business travel,883.0,1,1,1,3,2,2,5,39.0,29.0,satisfied
17062,Male,Loyal Customer,47,Business travel,883.0,4,4,4,4,2,2,4,24.0,20.0,satisfied
17063,Male,Loyal Customer,47,Personal Travel,883.0,0,0,0,0,3,4,2,310.0,305.0,satisfied
17064,Female,Loyal Customer,45,Business travel,883.0,1,1,1,5,4,4,5,18.0,2.0,satisfied
17066,Female,Loyal Customer,55,Business travel,883.0,2,4,4,3,2,2,3,0.0,0.0,dissatisfied
17067,Female,Loyal Customer,58,Business travel,883.0,5,5,5,5,4,4,4,8.0,1.0,satisfied
17068,Female,Disloyal Customer,19,Business travel,883.0,5,0,5,5,5,4,5,8.0,22.0,satisfied
17069,Female,Loyal Customer,20,Business travel,883.0,4,1,1,4,5,3,4,20.0,30.0,dissatisfied
17070,Male,Loyal Customer,35,Business travel,883.0,3,3,5,5,4,4,5,0.0,0.0,satisfied
17071,Male,Disloyal Customer,30,Business travel,1683.5360392191503,1,1,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17072,Male,Loyal Customer,48,Business travel,883.0,1,1,1,2,4,4,4,85.0,69.0,satisfied
17073,Female,Disloyal Customer,40,Business travel,883.0,3,4,4,4,4,3,4,16.0,9.0,dissatisfied
17074,Female,Loyal Customer,43,Business travel,883.0,1,1,2,4,5,5,4,0.0,10.0,satisfied
17075,Female,Disloyal Customer,15,Business travel,883.0,0,5,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17076,Female,Loyal Customer,48,Business travel,883.0,3,3,3,3,5,5,3,19.0,13.0,satisfied
17077,Female,Loyal Customer,20,Business travel,883.0,3,3,3,4,5,4,4,14.0,0.0,satisfied
17078,Female,Loyal Customer,35,Business travel,883.0,3,3,3,5,5,5,4,0.0,0.0,satisfied
17079,Female,Disloyal Customer,42,Business travel,883.0,5,5,5,2,2,4,2,0.0,0.0,satisfied
17080,Female,Disloyal Customer,25,Business travel,883.0,4,5,3,3,3,5,3,0.0,0.0,satisfied
17081,Female,Loyal Customer,58,Business travel,883.0,5,5,5,5,5,5,5,22.0,23.0,satisfied
17082,Female,Loyal Customer,58,Business travel,883.0,3,5,1,3,3,3,4,1.0,0.0,dissatisfied
17083,Female,Loyal Customer,47,Business travel,883.0,5,5,5,5,5,5,5,4.0,0.0,satisfied
17084,Female,Loyal Customer,33,Business travel,883.0,3,4,4,3,4,2,3,181.0,169.0,dissatisfied
17085,Female,Loyal Customer,69,Personal Travel,883.0,2,2,2,2,3,3,5,156.0,152.0,dissatisfied
17086,Female,Loyal Customer,56,Business travel,883.0,4,4,4,4,4,4,3,0.0,0.0,satisfied
17087,Male,Loyal Customer,39,Business travel,883.0,5,5,5,5,4,4,4,3.0,38.0,satisfied
17088,Female,Loyal Customer,49,Business travel,886.0,3,3,3,4,5,5,5,0.0,0.0,satisfied
17089,Female,Loyal Customer,46,Business travel,888.0,3,3,3,5,4,4,4,0.0,0.0,satisfied
17090,Female,Loyal Customer,59,Business travel,888.0,1,1,1,5,5,5,3,0.0,0.0,satisfied
17091,Female,Disloyal Customer,25,Business travel,888.0,4,4,3,4,4,4,4,13.699978441564664,13.0743375378899,satisfied
17092,Male,Disloyal Customer,32,Business travel,888.0,2,2,2,3,3,5,3,7.0,1.0,dissatisfied
17093,Female,Loyal Customer,56,Business travel,888.0,2,2,2,2,5,5,3,17.0,0.0,satisfied
17094,Female,Disloyal Customer,34,Business travel,888.0,3,3,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17095,Male,Loyal Customer,45,Business travel,888.0,2,2,2,4,4,4,5,32.0,10.0,satisfied
17096,Female,Loyal Customer,32,Business travel,888.0,1,1,1,3,3,5,3,13.0,14.0,satisfied
17097,Female,Loyal Customer,13,Personal Travel,888.0,2,2,2,4,4,3,4,7.0,1.0,dissatisfied
17098,Female,Loyal Customer,52,Business travel,888.0,4,4,5,4,5,5,5,0.0,0.0,satisfied
17100,Male,Loyal Customer,59,Business travel,888.0,5,5,5,5,5,5,4,14.0,14.0,satisfied
17101,Male,Loyal Customer,42,Business travel,888.0,2,2,2,3,5,5,3,3.0,0.0,satisfied
17103,Female,Loyal Customer,32,Business travel,888.0,3,2,3,4,4,4,4,23.0,1.0,satisfied
17104,Female,Loyal Customer,49,Business travel,888.0,3,3,3,5,4,4,4,4.0,0.0,satisfied
17105,Male,Loyal Customer,34,Business travel,888.0,1,1,3,4,1,1,3,1.0,7.0,dissatisfied
17106,Male,Loyal Customer,46,Business travel,888.0,5,5,2,4,4,4,5,0.0,0.0,satisfied
17107,Female,Disloyal Customer,40,Business travel,888.0,2,3,3,2,2,3,2,0.0,0.0,dissatisfied
17108,Male,Loyal Customer,21,Business travel,888.0,5,5,5,4,4,5,4,27.0,14.0,satisfied
17109,Female,Loyal Customer,8,Business travel,1683.5360392191503,4,1,3,4,4,4,4,-2.0,13.0743375378899,dissatisfied
17110,Male,Disloyal Customer,49,Business travel,888.0,2,2,2,5,5,4,5,96.0,76.0,dissatisfied
17111,Male,Disloyal Customer,39,Business travel,888.0,1,1,1,5,5,4,5,0.0,4.0,dissatisfied
17112,Female,Loyal Customer,15,Business travel,888.0,2,3,3,2,2,3,2,3.0,0.0,dissatisfied
17113,Female,Disloyal Customer,26,Business travel,888.0,4,4,4,5,5,4,5,40.0,56.0,satisfied
17114,Male,Loyal Customer,49,Business travel,888.0,4,4,4,2,5,5,5,14.0,8.0,satisfied
17115,Female,Loyal Customer,22,Business travel,888.0,5,5,5,4,4,5,4,88.0,98.0,satisfied
17116,Male,Disloyal Customer,35,Business travel,888.0,3,3,3,5,5,4,5,27.0,0.0,dissatisfied
17117,Male,Loyal Customer,41,Business travel,888.0,2,2,2,3,4,4,4,14.0,0.0,satisfied
17118,Female,Loyal Customer,72,Business travel,888.0,4,2,2,3,4,4,2,0.0,0.0,dissatisfied
17119,Male,Loyal Customer,41,Business travel,888.0,1,1,1,2,5,5,3,3.0,0.0,satisfied
17120,Female,Disloyal Customer,25,Business travel,888.0,4,3,4,5,5,4,5,0.0,0.0,satisfied
17121,Male,Disloyal Customer,26,Business travel,888.0,4,5,5,5,5,5,5,70.0,72.0,satisfied
17122,Male,Loyal Customer,42,Business travel,888.0,4,4,4,4,4,4,4,9.0,1.0,satisfied
17123,Male,Loyal Customer,48,Business travel,888.0,3,3,3,4,3,3,3,33.0,25.0,dissatisfied
17124,Female,Loyal Customer,37,Business travel,888.0,4,4,4,2,4,4,3,14.0,0.0,satisfied
17125,Female,Disloyal Customer,42,Business travel,888.0,2,2,2,5,5,5,5,62.0,52.0,dissatisfied
17127,Female,Loyal Customer,60,Business travel,888.0,5,5,5,2,4,4,5,0.0,9.0,satisfied
17128,Female,Loyal Customer,36,Business travel,888.0,1,1,1,5,5,5,5,7.0,27.0,satisfied
17129,Female,Loyal Customer,54,Business travel,888.0,4,1,1,2,4,4,3,35.0,24.0,dissatisfied
17130,Female,Loyal Customer,44,Business travel,888.0,3,3,2,2,2,2,5,18.0,14.0,satisfied
17131,Male,Disloyal Customer,40,Business travel,888.0,2,2,2,2,2,3,2,21.0,4.0,dissatisfied
17132,Male,Loyal Customer,48,Business travel,888.0,4,4,4,4,4,4,4,28.0,21.0,satisfied
17133,Female,Loyal Customer,46,Business travel,888.0,1,1,1,5,4,4,5,10.0,20.0,satisfied
17134,Male,Loyal Customer,41,Business travel,888.0,1,1,1,2,4,4,3,19.0,4.0,satisfied
17135,Male,Loyal Customer,41,Business travel,888.0,1,1,1,5,5,5,3,0.0,0.0,satisfied
17136,Female,Loyal Customer,49,Business travel,888.0,5,5,5,5,5,5,5,5.0,0.0,satisfied
17137,Female,Loyal Customer,43,Business travel,888.0,3,3,3,5,3,3,3,107.0,115.0,satisfied
17138,Female,Loyal Customer,44,Business travel,888.0,1,2,5,5,1,1,3,0.0,0.0,dissatisfied
17139,Male,Disloyal Customer,42,Business travel,888.0,2,3,3,5,5,4,5,0.0,0.0,dissatisfied
17140,Female,Loyal Customer,11,Business travel,888.0,2,2,2,5,5,4,5,2.0,0.0,satisfied
17141,Female,Loyal Customer,43,Business travel,888.0,3,3,3,5,2,2,5,5.0,3.0,satisfied
17142,Male,Disloyal Customer,30,Business travel,1683.5360392191503,0,0,3,4,3,4,3,10.0,13.0743375378899,satisfied
17143,Female,Loyal Customer,60,Business travel,888.0,3,3,3,3,4,4,4,0.0,3.0,satisfied
17144,Male,Loyal Customer,48,Business travel,888.0,2,2,2,3,5,5,5,0.0,0.0,satisfied
17145,Female,Loyal Customer,62,Personal Travel,888.0,3,5,3,5,3,3,4,3.0,0.0,dissatisfied
17146,Male,Loyal Customer,61,Business travel,888.0,2,2,2,3,2,2,2,85.0,69.0,dissatisfied
17147,Female,Disloyal Customer,26,Business travel,888.0,1,1,1,4,4,5,4,0.0,0.0,dissatisfied
17148,Female,Loyal Customer,18,Business travel,1683.5360392191503,2,2,3,4,4,4,4,-2.0,13.0743375378899,satisfied
17149,Male,Loyal Customer,40,Business travel,888.0,1,1,2,2,4,4,5,13.0,0.0,satisfied
17150,Female,Loyal Customer,51,Business travel,888.0,2,2,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17151,Male,Loyal Customer,59,Business travel,888.0,4,4,4,2,4,4,5,28.0,16.0,satisfied
17152,Female,Disloyal Customer,25,Business travel,888.0,5,0,5,4,4,5,4,0.0,0.0,satisfied
17153,Male,Disloyal Customer,40,Business travel,888.0,2,2,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17154,Male,Loyal Customer,46,Business travel,888.0,4,1,4,2,4,4,5,3.0,0.0,satisfied
17155,Male,Loyal Customer,58,Business travel,888.0,4,4,4,2,4,4,4,0.0,0.0,satisfied
17156,Male,Loyal Customer,53,Business travel,888.0,1,5,5,3,1,1,3,33.0,45.0,dissatisfied
17157,Male,Loyal Customer,65,Personal Travel,888.0,3,4,3,4,1,1,5,0.0,0.0,dissatisfied
17158,Female,Disloyal Customer,25,Business travel,888.0,3,5,3,3,3,4,3,0.0,0.0,satisfied
17159,Female,Loyal Customer,50,Business travel,888.0,4,4,4,5,4,4,4,0.0,0.0,satisfied
17160,Male,Loyal Customer,26,Business travel,888.0,1,1,1,4,4,4,4,0.0,0.0,satisfied
17161,Male,Loyal Customer,53,Business travel,888.0,5,5,5,2,5,5,3,9.0,0.0,satisfied
17163,Male,Loyal Customer,48,Business travel,888.0,2,2,2,3,4,4,5,9.0,12.0,satisfied
17164,Male,Loyal Customer,14,Business travel,888.0,2,2,2,2,2,3,2,5.0,0.0,dissatisfied
17165,Female,Loyal Customer,41,Business travel,888.0,3,3,3,4,4,4,4,6.0,0.0,satisfied
17166,Male,Disloyal Customer,21,Business travel,888.0,5,3,5,3,3,5,3,70.0,91.0,satisfied
17167,Female,Loyal Customer,49,Business travel,888.0,2,2,2,2,5,5,5,18.0,6.0,satisfied
17170,Female,Disloyal Customer,26,Business travel,888.0,2,0,2,5,5,4,5,0.0,0.0,dissatisfied
17171,Female,Disloyal Customer,21,Business travel,889.0,3,3,3,5,5,4,5,29.0,20.0,dissatisfied
17172,Female,Disloyal Customer,47,Business travel,890.0,5,5,5,5,4,5,5,132.0,124.0,satisfied
17173,Male,Disloyal Customer,48,Business travel,892.0,3,3,3,3,3,4,3,0.0,1.0,dissatisfied
17174,Male,Loyal Customer,69,Personal Travel,892.0,3,3,4,4,2,2,4,31.0,37.0,dissatisfied
17175,Female,Loyal Customer,50,Business travel,892.0,4,1,1,3,4,4,4,0.0,14.0,dissatisfied
17176,Male,Loyal Customer,32,Business travel,892.0,1,1,1,5,5,2,5,11.0,23.0,satisfied
17177,Female,Loyal Customer,42,Business travel,892.0,1,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17178,Female,Loyal Customer,45,Business travel,892.0,3,5,3,4,3,3,2,0.0,0.0,dissatisfied
17179,Female,Loyal Customer,57,Business travel,892.0,2,2,5,3,4,4,5,0.0,0.0,satisfied
17180,Male,Disloyal Customer,44,Business travel,894.0,4,4,4,2,2,3,2,17.0,20.0,satisfied
17181,Male,Loyal Customer,51,Business travel,894.0,4,4,4,3,4,5,3,135.0,123.0,satisfied
17183,Male,Disloyal Customer,39,Business travel,895.0,2,2,2,5,5,4,5,0.0,2.0,dissatisfied
17184,Female,Loyal Customer,55,Business travel,895.0,5,5,5,3,5,5,4,0.0,0.0,satisfied
17185,Female,Disloyal Customer,32,Business travel,895.0,1,1,1,2,2,5,2,10.0,2.0,dissatisfied
17186,Male,Loyal Customer,48,Business travel,895.0,5,5,5,2,2,2,5,0.0,6.0,satisfied
17187,Male,Disloyal Customer,22,Business travel,895.0,4,0,4,2,2,4,2,0.0,0.0,satisfied
17188,Male,Disloyal Customer,27,Business travel,895.0,3,3,3,2,2,5,2,31.0,22.0,dissatisfied
17189,Male,Disloyal Customer,36,Business travel,895.0,2,3,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17191,Female,Loyal Customer,57,Business travel,895.0,2,2,2,5,5,5,5,100.0,76.0,satisfied
17192,Female,Loyal Customer,22,Personal Travel,895.0,3,4,3,5,5,1,5,0.0,0.0,dissatisfied
17193,Female,Loyal Customer,60,Business travel,895.0,4,4,4,5,3,3,4,0.0,0.0,satisfied
17194,Male,Disloyal Customer,45,Business travel,895.0,2,2,2,4,4,4,4,73.0,63.0,dissatisfied
17195,Female,Loyal Customer,39,Business travel,895.0,3,5,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17196,Male,Loyal Customer,48,Business travel,895.0,3,3,3,4,5,5,5,0.0,0.0,satisfied
17197,Male,Loyal Customer,40,Business travel,895.0,5,5,5,3,5,5,3,0.0,7.0,satisfied
17198,Male,Loyal Customer,41,Business travel,895.0,2,2,2,3,4,4,3,0.0,0.0,satisfied
17199,Male,Disloyal Customer,27,Business travel,895.0,5,5,5,4,4,5,4,5.0,2.0,satisfied
17200,Male,Disloyal Customer,26,Business travel,895.0,4,3,3,4,4,4,4,0.0,0.0,satisfied
17201,Male,Loyal Customer,42,Business travel,895.0,3,3,5,4,4,5,4,10.0,0.0,satisfied
17202,Male,Disloyal Customer,24,Business travel,895.0,5,0,5,4,4,5,4,21.0,-45.0,satisfied
17203,Male,Disloyal Customer,24,Business travel,895.0,0,5,0,3,3,5,3,0.0,-45.0,satisfied
17204,Female,Loyal Customer,64,Business travel,895.0,1,1,1,5,5,5,5,5.0,2.0,satisfied
17206,Female,Disloyal Customer,27,Business travel,895.0,3,3,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17207,Female,Loyal Customer,13,Personal Travel,895.0,2,2,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17208,Female,Loyal Customer,43,Business travel,895.0,4,4,4,4,5,5,5,16.0,13.0,satisfied
17209,Female,Loyal Customer,22,Business travel,895.0,3,3,3,2,2,5,2,0.0,0.0,satisfied
17210,Male,Loyal Customer,44,Business travel,895.0,1,1,1,4,4,4,4,0.0,0.0,satisfied
17211,Male,Loyal Customer,51,Business travel,895.0,4,4,4,5,3,3,5,4.0,0.0,satisfied
17212,Male,Loyal Customer,38,Business travel,895.0,4,1,3,4,4,4,3,0.0,7.0,dissatisfied
17213,Male,Loyal Customer,69,Personal Travel,895.0,3,3,3,2,5,5,4,23.0,12.0,dissatisfied
17214,Male,Loyal Customer,22,Business travel,895.0,3,4,4,3,3,4,3,0.0,0.0,dissatisfied
17215,Female,Disloyal Customer,25,Business travel,895.0,4,0,4,3,3,5,3,0.0,0.0,satisfied
17217,Male,Loyal Customer,40,Business travel,895.0,3,3,3,5,4,4,3,20.0,0.0,satisfied
17218,Female,Disloyal Customer,26,Business travel,895.0,5,5,5,4,4,4,4,3.0,0.0,satisfied
17219,Female,Loyal Customer,49,Business travel,895.0,5,5,5,3,4,4,3,0.0,0.0,satisfied
17220,Male,Loyal Customer,47,Business travel,895.0,3,3,3,4,5,5,5,0.0,0.0,satisfied
17221,Male,Loyal Customer,39,Business travel,895.0,2,2,2,3,4,4,2,64.0,56.0,satisfied
17222,Female,Loyal Customer,39,Business travel,895.0,1,1,1,4,4,4,3,0.0,0.0,satisfied
17223,Female,Loyal Customer,25,Business travel,895.0,1,3,3,4,4,4,4,13.699978441564664,13.0743375378899,satisfied
17224,Female,Loyal Customer,35,Business travel,895.0,5,5,5,4,5,5,3,9.0,15.0,satisfied
17225,Female,Loyal Customer,53,Business travel,895.0,2,2,2,4,4,4,3,19.0,19.0,satisfied
17226,Male,Loyal Customer,60,Personal Travel,895.0,4,1,4,5,2,1,2,0.0,0.0,dissatisfied
17227,Male,Loyal Customer,56,Business travel,895.0,4,4,4,2,5,5,3,0.0,5.0,satisfied
17228,Male,Disloyal Customer,24,Business travel,895.0,4,0,4,3,3,5,3,0.0,-45.0,satisfied
17229,Female,Loyal Customer,40,Business travel,895.0,1,1,1,3,5,5,5,0.0,2.0,satisfied
17230,Male,Loyal Customer,36,Business travel,895.0,5,5,5,2,4,4,3,58.0,56.0,satisfied
17231,Male,Loyal Customer,7,Personal Travel,1683.5360392191503,3,5,3,4,4,5,4,-2.0,13.0743375378899,dissatisfied
17232,Female,Loyal Customer,48,Business travel,895.0,1,1,5,4,4,4,4,4.0,12.0,satisfied
17233,Female,Loyal Customer,42,Business travel,895.0,4,4,4,5,5,5,5,7.0,0.0,satisfied
17234,Female,Loyal Customer,22,Personal Travel,895.0,3,5,3,4,4,3,4,28.0,16.0,dissatisfied
17236,Female,Disloyal Customer,25,Business travel,896.0,2,0,3,4,4,4,4,13.699978441564664,13.0743375378899,satisfied
17237,Male,Loyal Customer,42,Business travel,896.0,3,3,5,2,4,4,5,0.0,3.0,satisfied
17238,Female,Loyal Customer,53,Business travel,896.0,3,3,3,1,4,4,2,6.0,5.0,satisfied
17239,Female,Loyal Customer,37,Business travel,896.0,5,5,5,2,2,2,3,34.0,17.0,satisfied
17240,Female,Loyal Customer,33,Business travel,896.0,2,2,2,5,4,4,3,1.0,0.0,satisfied
17241,Male,Loyal Customer,61,Personal Travel,896.0,2,3,2,2,5,5,5,35.0,23.0,dissatisfied
17242,Female,Disloyal Customer,39,Business travel,896.0,2,2,2,5,5,4,5,7.0,17.0,dissatisfied
17244,Female,Loyal Customer,36,Business travel,896.0,5,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17245,Female,Loyal Customer,56,Business travel,896.0,5,5,5,5,5,5,3,0.0,0.0,satisfied
17246,Female,Loyal Customer,49,Personal Travel,896.0,0,4,0,3,3,5,4,0.0,0.0,satisfied
17247,Male,Disloyal Customer,30,Business travel,1683.5360392191503,4,4,3,4,4,5,4,10.0,13.0743375378899,dissatisfied
17248,Female,Loyal Customer,60,Business travel,896.0,4,4,4,4,4,4,5,5.0,14.0,satisfied
17249,Male,Loyal Customer,43,Business travel,896.0,3,4,4,3,4,2,3,208.0,208.0,dissatisfied
17250,Male,Loyal Customer,17,Business travel,896.0,1,1,1,4,4,4,4,0.0,2.0,satisfied
17251,Female,Loyal Customer,33,Business travel,896.0,4,4,4,3,5,5,4,29.0,18.0,satisfied
17252,Male,Loyal Customer,39,Business travel,896.0,4,4,4,3,5,5,4,50.0,47.0,satisfied
17253,Male,Loyal Customer,45,Business travel,896.0,1,1,1,5,4,4,4,17.0,9.0,satisfied
17254,Female,Loyal Customer,32,Business travel,896.0,3,3,3,4,4,5,4,0.0,0.0,satisfied
17256,Male,Loyal Customer,22,Business travel,896.0,3,1,3,3,3,3,3,0.0,6.0,satisfied
17257,Female,Disloyal Customer,20,Business travel,897.0,5,0,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17259,Male,Loyal Customer,36,Business travel,898.0,3,3,3,3,5,5,5,0.0,0.0,satisfied
17260,Male,Loyal Customer,75,Business travel,898.0,1,5,5,4,1,1,2,24.0,1.0,dissatisfied
17261,Female,Loyal Customer,21,Personal Travel,899.0,1,3,1,4,4,4,4,9.0,0.0,dissatisfied
17262,Male,Disloyal Customer,35,Business travel,899.0,3,4,4,3,3,4,3,17.0,21.0,dissatisfied
17263,Female,Loyal Customer,39,Business travel,899.0,4,4,4,1,5,5,5,1.0,16.0,satisfied
17264,Male,Loyal Customer,32,Business travel,899.0,4,4,4,3,3,4,3,0.0,0.0,satisfied
17265,Female,Loyal Customer,47,Business travel,899.0,1,1,1,2,4,4,3,0.0,0.0,satisfied
17266,Female,Loyal Customer,39,Business travel,899.0,3,3,3,4,3,4,3,233.0,256.0,satisfied
17267,Male,Loyal Customer,59,Business travel,899.0,5,5,5,4,4,4,5,0.0,36.0,satisfied
17269,Female,Disloyal Customer,35,Business travel,899.0,2,3,3,5,5,5,5,2.0,8.0,dissatisfied
17270,Female,Disloyal Customer,85,Business travel,899.0,2,2,2,2,2,4,3,0.0,0.0,dissatisfied
17271,Male,Loyal Customer,38,Business travel,899.0,1,4,4,5,1,1,3,0.0,0.0,dissatisfied
17272,Male,Disloyal Customer,37,Business travel,899.0,3,3,3,5,5,5,5,0.0,0.0,dissatisfied
17273,Female,Disloyal Customer,25,Business travel,899.0,2,0,2,4,4,5,4,0.0,0.0,satisfied
17274,Male,Loyal Customer,10,Personal Travel,1683.5360392191503,2,4,3,4,5,5,5,-2.0,13.0743375378899,dissatisfied
17275,Male,Loyal Customer,45,Business travel,899.0,4,4,4,3,4,4,4,0.0,0.0,satisfied
17276,Female,Loyal Customer,45,Business travel,899.0,3,5,5,2,3,3,4,19.0,43.0,dissatisfied
17277,Male,Loyal Customer,42,Business travel,899.0,1,2,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17278,Male,Loyal Customer,17,Personal Travel,899.0,2,5,2,2,2,5,2,12.0,34.0,dissatisfied
17279,Female,Loyal Customer,26,Business travel,899.0,2,2,2,5,5,2,5,25.0,24.0,satisfied
17280,Male,Loyal Customer,51,Business travel,899.0,4,4,4,3,4,4,4,0.0,0.0,satisfied
17281,Female,Disloyal Customer,36,Business travel,899.0,4,4,4,5,5,5,5,0.0,0.0,dissatisfied
17282,Male,Loyal Customer,47,Business travel,899.0,5,5,5,2,5,5,3,0.0,0.0,satisfied
17283,Male,Loyal Customer,44,Business travel,899.0,5,5,5,4,4,2,4,188.0,203.0,satisfied
17284,Female,Loyal Customer,40,Business travel,900.0,4,1,1,3,4,4,2,0.0,0.0,dissatisfied
17285,Female,Loyal Customer,25,Business travel,900.0,4,4,4,5,5,3,5,0.0,0.0,satisfied
17287,Male,Loyal Customer,34,Business travel,901.0,3,3,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17288,Male,Loyal Customer,45,Personal Travel,901.0,3,3,3,5,3,3,2,0.0,29.0,dissatisfied
17289,Male,Loyal Customer,44,Business travel,901.0,1,1,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17290,Male,Loyal Customer,55,Business travel,902.0,5,5,5,3,2,5,3,57.0,30.0,satisfied
17291,Male,Loyal Customer,55,Business travel,902.0,4,5,5,3,2,3,4,29.0,60.0,dissatisfied
17292,Female,Loyal Customer,39,Business travel,902.0,4,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17293,Female,Loyal Customer,44,Business travel,903.0,5,5,5,3,5,5,3,100.0,75.0,satisfied
17294,Male,Loyal Customer,30,Business travel,1683.5360392191503,3,2,3,4,5,4,5,10.0,13.0743375378899,satisfied
17296,Male,Loyal Customer,52,Business travel,903.0,2,1,1,1,2,2,2,0.0,0.0,dissatisfied
17297,Male,Loyal Customer,21,Personal Travel,903.0,4,5,4,3,3,4,3,0.0,9.0,dissatisfied
17298,Male,Loyal Customer,54,Business travel,903.0,4,4,4,4,4,4,3,0.0,0.0,satisfied
17299,Female,Loyal Customer,55,Personal Travel,903.0,3,5,3,2,1,1,3,34.0,4.0,dissatisfied
17300,Male,Loyal Customer,38,Business travel,903.0,1,1,1,3,3,3,3,0.0,0.0,satisfied
17301,Male,Loyal Customer,27,Business travel,903.0,5,2,5,5,5,5,5,0.0,1.0,satisfied
17302,Female,Loyal Customer,60,Business travel,903.0,1,1,1,3,5,5,3,0.0,0.0,satisfied
17303,Female,Disloyal Customer,39,Business travel,903.0,2,2,2,5,5,2,5,74.0,75.0,dissatisfied
17304,Female,Disloyal Customer,35,Business travel,903.0,1,1,1,2,2,5,2,0.0,13.0743375378899,dissatisfied
17305,Male,Loyal Customer,38,Business travel,903.0,4,4,2,4,5,5,3,5.0,0.0,satisfied
17307,Female,Loyal Customer,25,Business travel,903.0,3,3,3,5,5,5,5,0.0,0.0,satisfied
